timestamp,hour_of_day,day_of_week,heart_rate,body_temperature,accel_x,accel_y,accel_z,accel_magnitude,gyro_x,gyro_y,gyro_z,latitude,longitude,ambient_temperature,humidity,activity_level,step_count,sleep_indicator,movement_intensity,movement_type,distance_meters,calories_burned,stress_score,home_distance_m,geofence_alert,health_status,pet_id,pet_type,pet_size
2025-12-08 12:22:58.190879,12,0,72.8,38.52,0.417,0.844,9.726,9.772,-9.85,13.38,-2.68,28.613762,77.210106,27.2,54.7,18.3,5.0,0,2.3,walking,13.43,0.23,17.4,108.9,1,healthy,pet_001,dog,medium
2025-12-08 12:37:58.190879,12,0,88.2,38.57,0.93,0.657,9.658,9.725,0.44,4.07,-2.87,28.613779,77.210019,25.8,42.4,17.8,6.0,0,0.8,walking,8.64,0.22,23.9,100.2,1,healthy,pet_001,dog,medium
2025-12-08 12:52:58.190879,12,0,101.7,38.79,0.466,0.964,9.76,9.818,-1.59,-1.67,1.86,28.613756,77.2099,27.3,65.8,23.6,10.0,0,1.0,walking,11.88,0.29,30.7,89.2,0,healthy,pet_001,dog,medium
2025-12-08 13:07:58.190879,13,0,77.9,38.05,1.001,1.366,9.599,9.747,8.98,0.68,-2.57,28.613797,77.209759,25.8,39.7,25.6,14.0,0,2.9,walking,14.55,0.32,11.1,74.8,0,healthy,pet_001,dog,medium
2025-12-08 13:22:58.190879,13,0,97.9,38.43,1.954,1.86,9.914,10.274,-10.0,8.19,-4.47,28.613776,77.209544,25.6,51.3,45.4,28.0,0,4.0,active,21.01,0.57,34.5,54.8,0,healthy,pet_001,dog,medium
2025-12-08 13:37:58.190879,13,0,137.7,38.0,3.349,2.603,10.939,11.732,-4.49,-23.3,7.95,28.615536,77.211729,25.6,48.4,64.3,32.0,0,6.8,active,288.98,0.8,40.0,322.0,1,healthy,pet_001,dog,medium
2025-12-08 13:52:58.190879,13,0,102.5,38.19,2.743,1.833,9.85,10.388,10.65,-30.17,-1.78,28.616249,77.210015,26.0,43.6,69.8,28.0,0,5.9,active,184.76,0.87,36.1,278.9,1,healthy,pet_001,dog,medium
2025-12-08 14:07:58.190879,14,0,131.0,37.92,4.981,4.002,9.285,11.271,-7.04,34.41,8.09,28.616455,77.209961,26.7,50.0,76.0,36.0,0,7.6,running,23.48,0.95,49.1,298.7,1,healthy,pet_001,dog,medium
2025-12-08 14:22:58.190879,14,0,102.7,38.57,2.84,1.015,9.518,9.985,-16.04,16.77,-17.14,28.617663,77.211103,26.6,39.3,63.9,23.0,0,6.1,active,174.25,0.8,41.5,465.3,1,healthy,pet_001,dog,medium
2025-12-08 14:37:58.190879,14,0,96.4,38.2,1.709,0.62,9.761,9.929,-4.7,3.02,-1.74,28.617404,77.21134,24.9,55.0,34.9,25.0,0,4.0,walking,36.91,0.44,33.4,450.8,1,healthy,pet_001,dog,medium
2025-12-08 14:52:58.190879,14,0,123.4,38.87,4.802,2.301,9.776,11.132,-16.49,-3.05,17.74,28.617969,77.2104,25.3,42.9,73.2,36.0,0,7.3,running,111.02,0.91,47.7,471.8,1,healthy,pet_001,dog,medium
2025-12-08 15:07:58.190879,15,0,101.9,38.58,4.185,5.162,9.116,11.281,-11.88,-9.68,12.13,28.620301,77.210005,27.0,48.2,69.1,36.0,0,6.4,active,261.66,0.86,43.3,717.2,1,healthy,pet_001,dog,medium
2025-12-08 15:22:58.190879,15,0,115.4,37.95,1.721,2.597,10.418,10.874,23.3,14.91,3.62,28.617968,77.211754,23.8,49.6,78.0,47.0,0,8.3,running,310.06,0.98,41.0,525.2,1,healthy,pet_001,dog,medium
2025-12-08 15:37:58.190879,15,0,119.7,38.06,6.179,3.703,9.918,12.258,-51.75,52.23,14.09,28.617422,77.211493,23.6,48.9,83.3,45.0,0,8.7,running,65.68,1.04,53.4,460.3,1,healthy,pet_001,dog,medium
2025-12-08 15:52:58.190879,15,0,106.0,38.46,3.323,2.794,9.334,10.295,3.11,-11.48,15.08,28.618029,77.211016,22.9,44.2,60.8,31.0,0,5.8,active,81.87,0.76,37.5,498.7,1,healthy,pet_001,dog,medium
2025-12-08 16:07:58.190879,16,0,125.6,38.33,3.604,5.482,10.514,12.393,4.97,19.18,-17.98,28.619378,77.211689,24.0,48.1,79.2,34.0,0,7.9,running,163.41,0.99,49.3,662.1,1,healthy,pet_001,dog,medium
2025-12-08 16:22:58.190879,16,0,116.8,38.39,5.186,2.671,9.071,10.784,-7.25,-26.06,21.44,28.619673,77.21332,24.9,47.5,75.2,36.0,0,7.7,running,162.22,0.94,55.0,766.6,1,healthy,pet_001,dog,medium
2025-12-08 16:37:58.190879,16,0,96.2,38.19,2.987,4.758,9.326,10.887,4.86,30.64,-2.86,28.619603,77.213174,21.1,55.6,56.2,29.0,0,5.9,active,16.19,0.7,32.4,752.4,1,healthy,pet_001,dog,medium
2025-12-08 16:52:58.190879,16,0,98.9,37.88,3.155,3.86,10.858,11.947,15.32,24.55,-10.57,28.619321,77.213919,21.9,59.5,69.9,37.0,0,6.8,active,79.12,0.87,34.8,769.3,1,healthy,pet_001,dog,medium
2025-12-08 17:07:58.190879,17,0,95.9,38.58,4.079,3.345,8.864,10.315,8.19,-11.25,-0.96,28.618572,77.213376,21.9,59.6,58.9,31.0,0,5.7,active,98.54,0.74,35.7,671.4,1,healthy,pet_001,dog,medium
2025-12-08 17:22:58.190879,17,0,104.0,38.78,3.429,2.23,9.871,10.685,-17.06,-13.75,-3.09,28.618206,77.21285,22.2,46.3,47.8,22.0,0,4.7,active,65.38,0.6,30.2,607.6,1,healthy,pet_001,dog,medium
2025-12-08 17:37:58.190879,17,0,81.6,38.45,2.177,2.25,9.87,10.355,-33.48,-7.14,-0.32,28.617916,77.212607,22.6,60.2,45.3,16.0,0,4.6,active,39.97,0.57,25.8,567.7,1,healthy,pet_001,dog,medium
2025-12-08 17:52:58.190879,17,0,107.9,38.44,2.922,2.524,9.793,10.527,9.15,-5.79,11.6,28.616531,77.21202,22.3,57.7,40.5,26.0,0,3.8,active,164.01,0.51,33.5,414.6,1,healthy,pet_001,dog,medium
2025-12-08 18:07:58.190879,18,0,81.1,38.15,2.4,1.78,9.257,9.728,-4.06,-5.68,-3.87,28.616329,77.212133,22.0,37.2,35.7,12.0,0,3.3,walking,24.98,0.45,24.6,407.3,1,healthy,pet_001,dog,medium
2025-12-08 18:22:58.190879,18,0,110.2,38.51,2.528,1.787,9.937,10.408,5.22,2.27,-0.51,28.615726,77.211856,21.6,47.2,43.9,22.0,0,5.2,active,72.2,0.55,36.4,344.3,1,healthy,pet_001,dog,medium
2025-12-08 18:37:58.190879,18,0,99.7,37.68,2.57,1.127,10.547,10.914,-22.57,-7.35,12.61,28.61568,77.211672,20.6,42.1,38.2,15.0,0,4.6,walking,18.69,0.48,33.1,326.8,1,healthy,pet_001,dog,medium
2025-12-08 18:52:58.190879,18,0,90.9,37.87,1.903,1.246,10.507,10.75,-7.87,8.68,-1.84,28.615474,77.21174,20.7,50.0,39.1,27.0,0,4.1,walking,23.83,0.49,29.3,319.0,1,healthy,pet_001,dog,medium
2025-12-08 19:07:58.190879,19,0,103.1,38.2,1.597,1.514,9.343,9.599,-18.93,-18.59,-8.2,28.615562,77.21153,19.4,48.0,45.3,21.0,0,4.7,active,22.71,0.57,40.0,307.9,1,healthy,pet_001,dog,medium
2025-12-08 19:22:58.190879,19,0,81.2,38.23,2.059,2.224,8.916,9.417,-25.19,5.13,-1.27,28.615217,77.211346,18.4,65.8,42.1,24.0,0,4.7,active,42.33,0.53,23.0,271.3,1,healthy,pet_001,dog,medium
2025-12-08 19:37:58.190879,19,0,105.4,38.24,3.377,2.042,9.455,10.246,7.76,9.56,-3.44,28.614415,77.210876,19.2,45.2,48.1,23.0,0,4.9,active,100.04,0.6,31.1,191.6,1,healthy,pet_001,dog,medium
2025-12-08 19:52:58.190879,19,0,81.7,38.5,0.245,1.417,9.287,9.398,-7.06,-3.2,0.95,28.614054,77.211218,19.5,41.3,32.5,21.0,0,3.2,walking,52.11,0.41,27.6,216.8,1,healthy,pet_001,dog,medium
2025-12-08 20:07:58.190879,20,0,93.2,38.58,2.55,2.521,9.831,10.464,-19.45,13.63,0.29,28.614106,77.211054,19.3,55.2,43.8,16.0,0,3.7,active,16.97,0.55,35.4,201.5,1,healthy,pet_001,dog,medium
2025-12-08 20:22:58.190879,20,0,101.1,37.86,2.566,2.004,9.309,9.862,28.54,-0.53,0.73,28.613616,77.210959,19.0,47.6,48.1,21.0,0,5.7,active,55.24,0.6,30.2,193.5,1,healthy,pet_001,dog,medium
2025-12-08 20:37:58.190879,20,0,91.2,37.74,1.253,3.102,10.339,10.867,3.91,7.93,0.56,28.613671,77.210887,17.7,32.2,36.8,19.0,0,3.4,walking,9.33,0.46,25.2,185.6,1,healthy,pet_001,dog,medium
2025-12-08 20:52:58.190879,20,0,100.3,37.5,1.785,2.331,9.735,10.168,-3.21,4.13,-2.21,28.613518,77.21093,17.4,48.3,38.0,16.0,0,2.7,walking,17.46,0.48,35.1,192.8,1,healthy,pet_001,dog,medium
2025-12-08 21:07:58.190879,21,0,84.4,38.12,2.166,1.035,9.6,9.895,-10.16,0.4,0.59,28.613576,77.210677,18.9,20.0,25.7,11.0,0,2.3,walking,25.48,0.32,20.3,167.3,1,healthy,pet_001,dog,medium
2025-12-08 21:22:58.190879,21,0,88.6,38.12,0.46,0.86,9.83,9.878,0.08,-9.25,-6.31,28.61361,77.210501,16.7,36.8,15.5,3.0,0,2.0,walking,17.6,0.19,15.0,149.7,1,healthy,pet_001,dog,medium
2025-12-08 21:37:58.190879,21,0,93.7,37.89,1.109,0.367,9.823,9.892,3.42,4.24,-1.06,28.613576,77.21034,17.4,60.0,17.0,4.0,0,1.4,walking,16.11,0.21,28.9,135.4,1,healthy,pet_001,dog,medium
2025-12-08 21:52:58.190879,21,0,89.9,38.35,0.881,0.735,9.54,9.609,-7.39,1.28,-3.42,28.613603,77.210173,17.8,46.9,18.6,18.0,0,1.4,walking,16.56,0.23,21.9,118.9,1,healthy,pet_001,dog,medium
2025-12-08 22:07:58.190879,22,0,72.3,37.5,0.909,1.378,9.821,9.958,-0.18,1.54,0.84,28.613629,77.210071,17.9,66.1,19.0,15.0,0,1.5,walking,10.32,0.24,20.8,108.6,1,healthy,pet_001,dog,medium
2025-12-08 22:22:58.190879,22,0,66.8,38.47,0.934,0.94,9.733,9.822,-1.05,-1.62,0.74,28.613518,77.210019,16.7,51.3,16.5,15.0,0,2.8,walking,13.37,0.21,19.7,107.9,1,healthy,pet_001,dog,medium
2025-12-08 22:37:58.190879,22,0,85.2,37.6,0.875,1.019,9.923,10.014,-1.93,10.22,-0.13,28.613575,77.209989,18.4,56.3,16.9,2.0,0,3.2,walking,6.99,0.21,31.2,102.9,1,healthy,pet_001,dog,medium
2025-12-08 22:52:58.190879,22,0,82.4,38.07,0.918,1.12,9.749,9.855,3.23,-3.17,1.02,28.613521,77.209915,15.1,42.7,21.9,11.0,0,1.4,walking,9.34,0.27,16.3,98.6,0,healthy,pet_001,dog,medium
2025-12-08 23:07:58.190879,23,0,75.0,37.73,0.366,0.281,9.714,9.725,1.02,-1.27,2.98,28.613503,77.209746,16.4,58.1,10.8,4.0,1,1.0,resting,16.63,0.14,16.8,85.0,0,healthy,pet_001,dog,medium
2025-12-08 23:22:58.190879,23,0,71.8,38.03,0.198,0.406,9.866,9.877,0.76,-0.98,-1.28,28.613525,77.209644,18.9,53.1,7.3,2.0,1,1.2,resting,10.25,0.09,10.0,75.3,0,healthy,pet_001,dog,medium
2025-12-08 23:37:58.190879,23,0,105.6,38.3,0.261,0.366,9.894,9.905,-0.88,-0.12,1.48,28.613544,77.209569,16.8,55.6,5.8,8.0,1,0.8,resting,7.6,0.07,20.5,68.1,0,healthy,pet_001,dog,medium
2025-12-08 23:52:58.190879,23,0,88.8,38.02,0.253,0.268,9.731,9.738,-1.87,-3.24,0.32,28.61361,77.209445,16.2,38.6,6.6,7.0,1,0.6,resting,14.08,0.08,31.7,54.0,0,healthy,pet_001,dog,medium
2025-12-09 00:07:58.190879,0,1,72.8,38.4,0.274,0.278,9.823,9.831,-1.53,2.54,-0.92,28.613682,77.209235,16.6,55.4,6.7,3.0,1,1.2,resting,22.0,0.08,17.2,33.3,0,healthy,pet_001,dog,medium
2025-12-09 00:22:58.190879,0,1,80.8,38.19,0.422,0.396,9.782,9.799,3.27,-1.73,-0.18,28.613627,77.2092,17.2,58.6,6.8,0.0,1,0.6,resting,7.04,0.08,23.2,36.1,0,healthy,pet_001,dog,medium
2025-12-09 00:37:58.190879,0,1,89.9,38.03,0.127,0.206,9.885,9.888,1.16,-1.48,0.09,28.613621,77.209092,16.8,54.7,3.9,0.0,1,1.0,resting,10.55,0.05,17.4,32.2,0,healthy,pet_001,dog,medium
2025-12-09 00:52:58.190879,0,1,72.1,38.35,0.222,0.553,9.807,9.825,0.2,1.54,-0.99,28.613598,77.20908,16.5,54.0,9.3,0.0,1,1.7,resting,2.8,0.12,17.2,34.4,0,healthy,pet_001,dog,medium
2025-12-09 01:07:58.190879,1,1,70.2,37.91,0.315,0.208,9.818,9.826,0.47,1.11,1.46,28.61366,77.209056,17.1,52.4,7.8,8.0,1,0.7,resting,7.25,0.1,15.4,27.2,0,healthy,pet_001,dog,medium
2025-12-09 01:22:58.190879,1,1,72.3,38.22,0.088,0.212,9.798,9.801,0.96,-1.75,0.52,28.613674,77.209138,18.3,46.9,6.3,7.0,1,0.7,resting,8.16,0.08,24.1,28.4,0,healthy,pet_001,dog,medium
2025-12-09 01:37:58.190879,1,1,91.6,37.8,0.431,0.358,9.768,9.784,-0.26,5.13,0.17,28.613682,77.209069,16.3,47.1,6.3,5.0,1,0.0,resting,6.8,0.08,30.3,25.1,0,healthy,pet_001,dog,medium
2025-12-09 01:52:58.190879,1,1,79.4,38.41,0.294,0.362,9.848,9.859,-1.26,0.3,-0.08,28.61364,77.209031,18.2,44.5,4.9,4.0,1,0.6,resting,5.94,0.06,20.4,29.1,0,healthy,pet_001,dog,medium
2025-12-09 02:07:58.190879,2,1,76.5,38.41,0.338,0.372,9.842,9.855,1.16,-3.7,0.07,28.613649,77.209007,17.8,42.9,4.9,0.0,1,0.0,resting,2.55,0.06,21.1,27.9,0,healthy,pet_001,dog,medium
2025-12-09 02:22:58.190879,2,1,101.1,38.41,0.342,0.423,9.854,9.869,-3.35,-2.77,0.96,28.61368,77.209002,19.1,43.9,6.7,10.0,1,0.1,resting,3.45,0.08,22.8,24.5,0,healthy,pet_001,dog,medium
